pokedex_number,japanese_name,name,classfication,abilities,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,capture_rate,experience_growth,base_total,hp,attack,defense,sp_attack,sp_defense,speed,percentage_male,height_m,weight_kg,generation,is_legendary
699,Amarurugaアマルルガ,Aurorus,Tundra Pokémon,"['Refrigerate', 'Snow Warning']",rock,ice,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,7680,70,45,1000000,521,123,77,72,99,92,58,88.1,2.7,225,6,0
700,Nymphiaニンフィア,Sylveon,Intertwining Pokémon,"['Cute Charm', 'Pixilate']",fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,8960,70,45,1000000,525,95,65,65,110,130,60,88.1,1,23.5,6,0
701,Luchabullルチャブル,Hawlucha,Wrestling Pokémon,"['Limber', 'Unburden', 'Mold Breaker']",fighting,flying,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,5120,70,100,1000000,500,78,92,75,74,63,118,50,0.8,21.5,6,0
702,Dedenneデデンネ,Dedenne,Antenna Pokémon,"['Cheek Pouch', 'Pickup', 'Plus']",electric,fairy,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,5120,70,180,1000000,431,67,58,57,81,67,101,50,0.2,2.2,6,0
703,Melecieメレシー,Carbink,Jewel Pokémon,"['Clear Body', 'Sturdy']",rock,fairy,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,6400,70,60,1250000,500,50,50,150,50,150,50,,0.3,5.7,6,0
704,Numeraヌメラ,Goomy,Soft Tissue Pokémon,"['Sap Sipper', 'Hydration', 'Gooey']",dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,45,1250000,300,45,50,35,55,75,40,50,0.3,2.8,6,0
705,Numeilヌメイル,Sliggoo,Soft Tissue Pokémon,"['Sap Sipper', 'Hydration', 'Gooey']",dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,45,1250000,452,68,75,53,83,113,60,50,0.8,17.5,6,0
706,Numelgonヌメルゴン,Goodra,Dragon Pokémon,"['Sap Sipper', 'Hydration', 'Gooey']",dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,45,1250000,600,90,100,70,110,150,80,50,2,150.5,6,0
707,Cleffyクレッフィ,Klefki,Key Ring Pokémon,"['Prankster', 'Magician']",steel,fairy,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,5120,70,75,800000,470,57,80,91,80,87,75,50,0.2,3,6,0
708,Bokureiボクレー,Phantump,Stump Pokémon,"['Natural Cure', 'Frisk', 'Harvest']",ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,120,1000000,309,43,70,48,50,60,38,50,0.4,7,6,0
709,Ohrotオーロット,Trevenant,Elder Tree Pokémon,"['Natural Cure', 'Frisk', 'Harvest']",ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,60,1000000,474,85,110,76,65,82,56,50,1.5,71,6,0
710,Bakecchaバケッチャ,Pumpkaboo,Pumpkin Pokémon,"['Pickup', 'Frisk', 'Insomnia']",ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,120,1000000,335,59,66,70,44,55,41,50,0.8,15,6,0
711,Pumpjinパンプジン,Gourgeist,Pumpkin Pokémon,"['Pickup', 'Frisk', 'Insomnia']",ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,60,1000000,494,85,100,122,58,75,54,50,1.7,39,6,0
712,Kachikohruカチコール,Bergmite,Ice Chunk Pokémon,"['Own Tempo', 'Ice Body', 'Sturdy']",ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,190,1000000,304,55,69,85,32,35,28,50,1,99.5,6,0
713,Crebaseクレベース,Avalugg,Iceberg Pokémon,"['Own Tempo', 'Ice Body', 'Sturdy']",ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,55,1000000,514,95,117,184,44,46,28,50,2,505,6,0
714,Onbatオンバット,Noibat,Sound Wave Pokémon,"['Frisk', 'Infiltrator', 'Telepathy']",flying,dragon,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,190,1000000,245,40,30,35,45,40,55,50,0.5,8,6,0
715,Onvernオンバーン,Noivern,Sound Wave Pokémon,"['Frisk', 'Infiltrator', 'Telepathy']",flying,dragon,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,45,1000000,535,85,70,80,97,80,123,50,1.5,85,6,0
716,Xerneasゼルネアス,Xerneas,Life Pokémon,['Fairy Aura'],fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,30720,0,45,1250000,680,126,131,95,131,98,99,,3,215,6,1
717,Yveltalイベルタル,Yveltal,Destruction Pokémon,['Dark Aura'],dark,flying,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,30720,0,45,1250000,680,126,131,95,131,98,99,,5.8,203,6,1
718,Zygarde (10% Forme)ジガルデ,Zygarde,Order Pokémon,"['Aura Break', 'Power Construct']",dragon,ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,30720,0,3,1250000,708,216,100,121,91,95,85,,5,284.6,6,1
719,Diancieディアンシー,Diancie,Jewel Pokémon,['Clear Body'],rock,fairy,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,6400,70,3,1250000,700,50,160,110,160,110,110,,0.7,8.8,6,1
720,Hoopa (imashimerareshi Hoopa)フーパ,Hoopa,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),['Magician'],psychic,ghost,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,30720,100,3,1250000,680,80,160,60,170,130,80,,,,6,1
721,Volcanionボルケニオン,Volcanion,Steam Pokémon,['Water Absorb'],fire,water,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,30720,100,3,1250000,600,80,110,120,130,90,70,,1.7,195,6,1
722,Mokurohモクロー,Rowlet,Grass Quill Pokémon,"['Overgrow', 'Long Reach']",grass,flying,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,3840,70,45,1059860,320,68,55,55,50,50,42,88.1,0.3,1.5,7,0
723,Fukuthrowフクスロー,Dartrix,Blade Quill Pokémon,"['Overgrow', 'Long Reach']",grass,flying,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,3840,70,45,1059860,420,78,75,75,70,70,52,88.1,0.7,16,7,0
724,Junaiperジュナイパー,Decidueye,Arrow Quill Pokémon,"['Overgrow', 'Long Reach']",grass,ghost,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,3840,70,45,1059860,530,78,107,75,100,100,70,88.1,1.6,36.6,7,0
725,Nyabbyニャビー,Litten,Fire Cat Pokémon,"['Blaze', 'Intimidate']",fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,3840,70,45,1059860,320,45,65,40,60,40,70,88.1,0.4,4.3,7,0
726,Nyaheatニャヒート,Torracat,Fire Cat Pokémon,"['Blaze', 'Intimidate']",fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,3840,70,45,1059860,420,65,85,50,80,50,90,88.1,0.7,25,7,0
727,Gaogaenガオガエン,Incineroar,Heel Pokémon,"['Blaze', 'Intimidate']",fire,dark,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,3840,70,45,1059860,530,95,115,90,80,90,60,88.1,1.8,83,7,0
728,Ashimariアシマリ,Popplio,Sea Lion Pokémon,"['Torrent', 'Liquid Voice']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,45,1059860,320,50,54,54,66,56,40,88.1,0.4,7.5,7,0
729,Osyamariオシャマリ,Brionne,Pop Star Pokémon,"['Torrent', 'Liquid Voice']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,45,1059860,420,60,69,69,91,81,50,88.1,0.6,17.5,7,0
730,Ashireneアシレーヌ,Primarina,Soloist Pokémon,"['Torrent', 'Liquid Voice']",water,fairy,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,3840,70,45,1059860,530,80,74,74,126,116,60,88.1,1.8,44,7,0
731,Tsutsukeraツツケラ,Pikipek,Woodpecker Pokémon,"['Keen Eye', 'Skill Link', 'Pickup']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,255,1000000,265,35,75,30,30,30,65,50,0.3,1.2,7,0
732,Kerarappaケララッパ,Trumbeak,Bugle Beak Pokémon,"['Keen Eye', 'Skill Link', 'Pickup']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,120,1000000,355,55,85,50,40,50,75,50,0.6,14.8,7,0
733,Dodekabashiドデカバシ,Toucannon,Cannon Pokémon,"['Keen Eye', 'Skill Link', 'Sheer Force']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,45,1000000,485,80,120,75,75,75,60,50,1.1,26,7,0
734,Youngooseヤングース,Yungoos,Loitering Pokémon,"['Stakeout', 'Strong Jaw', 'Adaptability']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,255,1000000,253,48,70,30,30,30,45,50,0.4,6,7,0
735,Dekagooseデカグース,Gumshoos,Stakeout Pokémon,"['Stakeout', 'Strong Jaw', 'Adaptability']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,127,1000000,418,88,110,60,55,60,45,50,0.7,14.2,7,0
736,Agojimushiアゴジムシ,Grubbin,Larva Pokémon,['Swarm'],bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,255,1000000,300,47,62,45,55,45,46,50,0.4,4.4,7,0
737,Dendimushiデンヂムシ,Charjabug,Battery Pokémon,['Battery'],bug,electric,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,3840,70,120,1000000,400,57,82,95,55,75,36,50,0.5,10.5,7,0
738,Kuwagannonクワガノン,Vikavolt,Stag Beetle Pokémon,['Levitate'],bug,electric,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,3840,70,45,1000000,500,77,70,90,145,75,43,50,1.5,45,7,0
739,Makenkaniマケンカニ,Crabrawler,Boxing Pokémon,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,225,1000000,338,47,82,57,42,47,63,50,0.6,7,7,0
740,Kekenkaniケケンカニ,Crabominable,Woolly Crab Pokémon,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",fighting,ice,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,5120,70,60,1000000,478,97,132,77,62,67,43,50,1.7,180,7,0
741,Odoridori (pachipachi Style)オドリドリ,Oricorio,Dancing Pokémon,['Dancer'],fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,5120,70,45,1000000,476,75,70,70,98,70,93,24.6,0.6,3.4,7,0
742,Abulyアブリー,Cutiefly,Bee Fly Pokémon,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",bug,fairy,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,5120,70,190,1000000,304,40,45,40,55,40,84,50,0.1,0.2,7,0
743,Aburibbonアブリボン,Ribombee,Bee Fly Pokémon,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",bug,fairy,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,5120,70,75,1000000,464,60,55,60,95,70,124,50,0.2,0.5,7,0
744,Iwankoイワンコ,Rockruff,Puppy Pokémon,"['Keen Eye', 'Vital Spirit', 'Steadfast']",rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,190,1000000,280,45,65,40,30,40,60,50,0.5,9.2,7,0
745,Lugarugan (mahiru No Sugata)ルガルガン,Lycanroc,Wolf Pokémon,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,90,1000000,487,85,115,75,55,75,82,50,,,7,0
746,Yowashi (tandoku No Sugata)ヨワシ,Wishiwashi,Small Fry Pokémon,['Schooling'],water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,60,800000,620,45,140,130,140,135,30,50,0.2,0.3,7,0
747,Hidoideヒドイデ,Mareanie,Brutal Star Pokémon,"['Merciless', 'Limber', 'Regenerator']",poison,water,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,190,1000000,305,50,53,62,43,52,45,50,0.4,8,7,0
748,Dohidoideドヒドイデ,Toxapex,Brutal Star Pokémon,"['Merciless', 'Limber', 'Regenerator']",poison,water,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,75,1000000,495,50,63,152,53,142,35,50,0.7,14.5,7,0
749,Dorobankoドロバンコ,Mudbray,Donkey Pokémon,"['Own Tempo', 'Stamina', 'Inner Focus']",ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,190,1000000,385,70,100,70,45,55,45,50,1,110,7,0
750,Banbadoroバンバドロ,Mudsdale,Draft Horse Pokémon,"['Own Tempo', 'Stamina', 'Inner Focus']",ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,60,1000000,500,100,125,100,55,85,35,50,2.5,920,7,0
751,Shizukumoシズクモ,Dewpider,Water Bubble Pokémon,"['Water Bubble', 'Water Absorb']",water,bug,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,3840,70,200,1000000,269,38,40,52,40,72,27,50,0.3,4,7,0
752,Onishizukumoオニシズクモ,Araquanid,Water Bubble Pokémon,"['Water Bubble', 'Water Absorb']",water,bug,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,3840,70,100,1000000,454,68,70,92,50,132,42,50,1.8,82,7,0
753,Karikiriカリキリ,Fomantis,Sickle Grass Pokémon,"['Leaf Guard', 'Contrary']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,190,1000000,250,40,55,35,50,35,35,50,0.3,1.5,7,0
754,Lalantesラランテス,Lurantis,Bloom Sickle Pokémon,"['Leaf Guard', 'Contrary']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,75,1000000,480,70,105,90,80,90,45,50,0.9,18.5,7,0
755,Nemasyuネマシュ,Morelull,Illuminating Pokémon,"['Illuminate', 'Effect Spore', 'Rain Dish']",grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,190,1000000,285,40,35,55,65,75,15,50,0.2,1.5,7,0
756,Mashadeマシェード,Shiinotic,Illuminating Pokémon,"['Illuminate', 'Effect Spore', 'Rain Dish']",grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,75,1000000,405,60,45,80,90,100,30,50,1,11.5,7,0
757,Yatoumoriヤトウモリ,Salandit,Toxic Lizard Pokémon,"['Corrosion', 'Oblivious']",poison,fire,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,5120,70,120,1000000,320,48,44,40,71,40,77,88.1,0.6,4.8,7,0
758,Ennewtエンニュート,Salazzle,Toxic Lizard Pokémon,"['Corrosion', 'Oblivious']",poison,fire,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,5120,70,45,1000000,480,68,64,60,111,60,117,0,1.2,22.2,7,0
759,Nuikogumaヌイコグマ,Stufful,Flailing Pokémon,"['Fluffy', 'Klutz', 'Cute Charm']",normal,fighting,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,3840,70,140,1000000,340,70,75,50,45,50,50,50,0.5,6.8,7,0
760,Kiterugumaキテルグマ,Bewear,Strong Arm Pokémon,"['Fluffy', 'Klutz', 'Unnerve']",normal,fighting,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,3840,70,70,1000000,500,120,125,80,55,60,60,50,2.1,135,7,0
761,Amakajiアマカジ,Bounsweet,Fruit Pokémon,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,235,1059860,210,42,30,38,30,38,32,0,0.3,3.2,7,0
762,Amamaikoアママイコ,Steenee,Fruit Pokémon,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,120,1059860,290,52,40,48,40,48,62,0,0.7,8.2,7,0
763,Amajoアマージョ,Tsareena,Fruit Pokémon,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,45,1059860,510,72,120,98,50,98,72,0,1.2,21.4,7,0
764,Cuwawaキュワワー,Comfey,Posy Picker Pokémon,"['Flower Veil', 'Triage', 'Natural Cure']",fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,60,800000,485,51,52,90,82,110,100,24.6,0.1,0.3,7,0
765,Yareyuutanヤレユータン,Oranguru,Sage Pokémon,"['Inner Focus', 'Telepathy', 'Symbiosis']",normal,psychic,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,5120,70,45,1250000,490,90,60,80,90,110,60,50,1.5,76,7,0
766,Nagetukesaruナゲツケサル,Passimian,Teamwork Pokémon,"['Receiver', 'Defiant']",fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,45,1250000,490,100,120,90,40,60,80,50,2,82.8,7,0
767,Kosokumushiコソクムシ,Wimpod,Turn Tail Pokémon,['Wimp Out'],bug,water,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,5120,70,90,1000000,230,25,35,40,20,30,80,50,0.5,12,7,0
768,Gusokumushaグソクムシャ,Golisopod,Hard Scale Pokémon,['Emergency Exit'],bug,water,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,5120,70,45,1000000,530,75,125,140,60,90,40,50,2,108,7,0
769,Sunabaスナバァ,Sandygast,Sand Heap Pokémon,"['Water Compaction', 'Sand Veil']",ghost,ground,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,3840,70,140,1000000,320,55,55,80,70,45,15,50,0.5,70,7,0
770,Sirodethnaシロデスナ,Palossand,Sand Castle Pokémon,"['Water Compaction', 'Sand Veil']",ghost,ground,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,3840,70,60,1000000,480,85,75,110,100,75,35,50,1.3,250,7,0
771,Namakobushiナマコブシ,Pyukumuku,Sea Cucumber Pokémon,"['Innards Out', 'Unaware']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,60,800000,410,55,60,130,30,130,5,50,0.3,1.2,7,0
772,Type: Nullタイプ：ヌル,Type: Null,Synthetic Pokémon,['Battle Armor'],normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,3,1250000,534,95,95,95,95,95,59,,1.9,120.5,7,0
773,Silvadyシルヴァディ,Silvally,Synthetic Pokémon,['RKS System'],normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,3,1250000,570,95,95,95,95,95,95,,2.3,100.5,7,0
774,Metenoメテノ,Minior,Meteor Pokémon,['Shields Down'],rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,6400,70,30 (Meteorite)255 (Core),1059860,500,60,100,60,100,60,120,,0.3,40,7,0
775,Nekkoaraネッコアラ,Komala,Drowsing Pokémon,['Comatose'],normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,45,1250000,480,65,115,65,75,95,65,50,0.4,19.9,7,0
776,Bakugamesバクガメス,Turtonator,Blast Turtle Pokémon,['Shell Armor'],fire,dragon,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,5120,70,70,1000000,485,60,78,135,91,85,36,50,2,212,7,0
777,Togedemaruトゲデマル,Togedemaru,Roly-Poly Pokémon,"['Iron Barbs', 'Lightningrod', 'Sturdy']",electric,steel,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,2560,70,180,1000000,435,65,98,63,40,73,96,50,0.3,3.3,7,0
778,Mimikkyuミミッキュ,Mimikyu,Disguise Pokémon,['Disguise'],ghost,fairy,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,5120,70,45,1000000,476,55,90,80,50,105,96,50,0.2,0.7,7,0
779,Hagigishiriハギギシリ,Bruxish,Gnash Teeth Pokémon,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",water,psychic,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,3840,70,80,1000000,475,68,105,70,70,70,92,50,0.9,19,7,0
780,Jijilongジジーロン,Drampa,Placid Pokémon,"['Berserk', 'Sap Sipper', 'Cloud Nine']",normal,dragon,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,5120,70,70,1000000,485,78,60,85,135,91,36,50,3,185,7,0
781,Dadarinダダリン,Dhelmise,Sea Creeper Pokémon,['Steelworker'],ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,6400,70,25,1000000,517,70,131,100,86,90,40,,3.9,210,7,0
782,Jyarakoジャラコ,Jangmo-o,Scaly Pokémon,"['Bulletproof', 'Soundproof', 'Overcoat']",dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,70,45,1250000,300,45,55,65,45,45,45,50,0.6,29.7,7,0
783,Jyarangoジャランゴ,Hakamo-o,Scaly Pokémon,"['Bulletproof', 'Soundproof', 'Overcoat']",dragon,fighting,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,10240,70,45,1250000,420,55,75,90,65,70,65,50,1.2,47,7,0
784,Jyararangaジャラランガ,Kommo-o,Scaly Pokémon,"['Bulletproof', 'Soundproof', 'Overcoat']",dragon,fighting,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,10240,70,45,1250000,600,75,110,125,100,105,85,50,1.6,78.2,7,0
785,Kapu-kokekoカプ・コケコ,Tapu Koko,Land Spirit Pokémon,"['Electric Surge', 'Telepathy']",electric,fairy,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,3840,70,3,1250000,570,70,115,85,95,75,130,,1.8,20.5,7,1
786,Kapu-tetefuカプ・テテフ,Tapu Lele,Land Spirit Pokémon,"['Psychic Surge', 'Telepathy']",psychic,fairy,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,3840,70,3,1250000,570,70,85,75,130,115,95,,1.2,18.6,7,1
787,Kapu-bululカプ・ブルル,Tapu Bulu,Land Spirit Pokémon,"['Grassy Surge', 'Telepathy']",grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,3840,70,3,1250000,570,70,130,115,85,95,75,,1.9,45.5,7,1
788,Kapu-rehireカプ・レヒレ,Tapu Fini,Land Spirit Pokémon,"['Misty Surge', 'Telepathy']",water,fairy,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,3840,70,3,1250000,570,70,75,115,95,130,85,,1.3,21.2,7,1
789,Cosmogコスモッグ,Cosmog,Nebula Pokémon,['Unaware'],psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,45,1250000,200,43,29,31,29,31,37,,0.2,0.1,7,1
790,Cosmovumコスモウム,Cosmoem,Protostar Pokémon,['Sturdy'],psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,45,1250000,400,43,29,131,29,131,37,,0.1,999.9,7,1
791,Solgaleoソルガレオ,Solgaleo,Sunne Pokémon,['Full Metal Body'],psychic,steel,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,30720,0,45,1250000,680,137,137,107,113,89,97,,3.4,230,7,1
792,Lunalaルナアーラ,Lunala,Moone Pokémon,['Shadow Shield'],psychic,ghost,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,30720,0,45,1250000,680,137,113,89,137,107,97,,4,120,7,1
793,Uturoidウツロイド,Nihilego,Parasite Pokémon,['Beast Boost'],rock,poison,0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2,30720,0,45,1250000,570,109,53,47,127,131,103,,1.2,55.5,7,1
794,Massivoonマッシブーン,Buzzwole,Swollen Pokémon,['Beast Boost'],bug,fighting,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,30720,0,25,1250000,570,107,139,139,53,53,79,,2.4,333.6,7,1
795,Pheroacheフェローチェ,Pheromosa,Lissome Pokémon,['Beast Boost'],bug,fighting,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,30720,0,255,1250000,570,71,137,37,137,37,151,,1.8,25,7,1
796,Denjyumokuデンジュモク,Xurkitree,Glowing Pokémon,['Beast Boost'],electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,30720,0,30,1250000,570,83,89,71,173,71,83,,3.8,100,7,1
797,Tekkaguyaテッカグヤ,Celesteela,Launch Pokémon,['Beast Boost'],steel,flying,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,30720,0,25,1250000,570,97,101,103,107,101,61,,9.2,999.9,7,1
